name,cohort,seed,T,digit,patch,donor_T,absolute_position,checkpoint,precision,n,string_correct,token_correct,digit_correct,job,baseline_digit_correct,rescued,regressed,mean_margin,next_digit_errors,donor_correct,donor_correct_baseline_wrong,rescued_with_correct_donor
discovery__T49144-d9-baseline,discovery,4321,49144,9,none,,49162,best,bf16,16,9,152,14,best-bf16,14,0,0,3.138916015625,2,,,
discovery__T49145-d9-baseline,discovery,4321,49145,9,none,,49163,best,bf16,16,11,155,16,best-bf16,16,0,0,12.49530029296875,0,,,
discovery__T49146-d9-baseline,discovery,4321,49146,9,none,,49164,best,bf16,16,4,147,16,best-bf16,16,0,0,10.5960693359375,0,,,
discovery__T49147-d9-baseline,discovery,4321,49147,9,none,,49165,best,bf16,16,12,156,16,best-bf16,16,0,0,13.3575439453125,0,,,
discovery__T49148-d9-baseline,discovery,4321,49148,9,none,,49166,best,bf16,16,15,159,16,best-bf16,16,0,0,12.21893310546875,0,,,
discovery__T49149-d9-baseline,discovery,4321,49149,9,none,,49167,best,bf16,16,13,157,16,best-bf16,16,0,0,13.146200180053711,0,,,
discovery__T49150-d9-baseline,discovery,4321,49150,9,none,,49168,best,bf16,16,8,151,16,best-bf16,16,0,0,11.633529663085938,0,,,
discovery__T49151-d10-baseline,discovery,4321,49151,10,none,,49170,best,bf16,16,15,159,16,best-bf16,16,0,0,11.5704345703125,0,,,
discovery__T49152-d9-baseline,discovery,4321,49152,9,none,,49170,best,bf16,16,3,146,3,best-bf16,3,0,0,-2.1164588928222656,13,,,
discovery__T49153-d8-baseline,discovery,4321,49153,8,none,,49170,best,bf16,16,5,149,5,best-bf16,5,0,0,-1.16070556640625,11,,,
discovery__T49154-d9-baseline,discovery,4321,49154,9,none,,49172,best,bf16,16,4,147,16,best-bf16,16,0,0,10.72967529296875,0,,,
discovery__T49155-d9-baseline,discovery,4321,49155,9,none,,49173,best,bf16,16,9,152,16,best-bf16,16,0,0,9.09197998046875,0,,,
discovery__T49156-d9-baseline,discovery,4321,49156,9,none,,49174,best,bf16,16,6,145,11,best-bf16,11,0,0,1.7662353515625,5,,,
discovery__T49157-d9-baseline,discovery,4321,49157,9,none,,49175,best,bf16,16,6,145,16,best-bf16,16,0,0,11.036893844604492,0,,,
discovery__T49158-d9-baseline,discovery,4321,49158,9,none,,49176,best,bf16,16,3,135,16,best-bf16,16,0,0,11.20306396484375,0,,,
discovery__T49159-d9-baseline,discovery,4321,49159,9,none,,49177,best,bf16,16,6,148,16,best-bf16,16,0,0,14.95269775390625,0,,,
discovery__T49160-d9-baseline,discovery,4321,49160,9,none,,49178,best,bf16,16,12,156,14,best-bf16,14,0,0,5.65667724609375,2,,,
discovery__T32768-d9-baseline,discovery,4321,32768,9,none,,32786,best,bf16,16,15,159,16,best-bf16,16,0,0,10.7252197265625,0,,,
discovery__T49152-d9-sham_head8,discovery,4321,49152,9,sham_head8,49152,49170,best,bf16,16,3,146,3,best-bf16,3,0,0,-2.1164588928222656,13,3,0,0
discovery__T49152-d9-head8,discovery,4321,49152,9,head8,32768,49170,best,bf16,16,15,159,16,best-bf16,3,13,0,10.67523193359375,0,16,13,13
discovery__T49152-d9-head1,discovery,4321,49152,9,head1,32768,49170,best,bf16,16,3,146,3,best-bf16,3,0,0,-2.1164588928222656,13,16,13,0
discovery__T49152-d9-l1_block,discovery,4321,49152,9,l1_block,32768,49170,best,bf16,16,15,159,16,best-bf16,3,13,0,10.67523193359375,0,16,13,13
discovery__T49152-d9-sham_phase,discovery,4321,49152,9,sham_phase,49152,49170,best,bf16,16,3,146,3,best-bf16,3,0,0,-2.1164588928222656,13,3,0,0
discovery__T49152-d9-phase,discovery,4321,49152,9,phase,32768,49170,best,bf16,16,15,159,16,best-bf16,3,13,0,10.67523193359375,0,16,13,13
discovery__T49152-d9-mask,discovery,4321,49152,9,mask,32768,49170,best,bf16,16,3,146,3,best-bf16,3,0,0,-2.1164588928222656,13,16,13,0
discovery__T49152-d9-phase_mask,discovery,4321,49152,9,phase_mask,32768,49170,best,bf16,16,15,159,16,best-bf16,3,13,0,10.67523193359375,0,16,13,13
discovery__T49152-d9-sham_gate,discovery,4321,49152,9,sham_gate,49152,49170,best,bf16,16,3,146,3,best-bf16,3,0,0,-2.1164588928222656,13,3,0,0
discovery__T49152-d9-l2_gate,discovery,4321,49152,9,l2_gate,32768,49170,best,bf16,16,15,159,16,best-bf16,3,13,0,9.1937255859375,0,16,13,13
discovery__T49152-d9-l2_raw,discovery,4321,49152,9,l2_raw,32768,49170,best,bf16,16,3,146,3,best-bf16,3,0,0,-2.4993820190429688,13,16,13,0
discovery__T49152-d9-l2_raw_gate,discovery,4321,49152,9,l2_raw_gate,32768,49170,best,bf16,16,15,159,16,best-bf16,3,13,0,9.32537841796875,0,16,13,13
discovery__T49152-d9-sham_ffn,discovery,4321,49152,9,sham_ffn,49152,49170,best,bf16,16,3,146,3,best-bf16,3,0,0,-2.1164588928222656,13,3,0,0
discovery__T49152-d9-l2_ffn,discovery,4321,49152,9,l2_ffn,32768,49170,best,bf16,16,15,159,16,best-bf16,3,13,0,10.77545166015625,0,16,13,13
discovery__T49152-d9-sham_block,discovery,4321,49152,9,sham_block,49152,49170,best,bf16,16,3,146,3,best-bf16,3,0,0,-2.1164588928222656,13,3,0,0
discovery__T32768-d9-reverse-head8,discovery,4321,32768,9,reverse-head8,49152,32786,best,bf16,16,3,146,3,best-bf16,16,0,13,-2.4993820190429688,13,3,0,0
discovery__T32768-d9-reverse-head1,discovery,4321,32768,9,reverse-head1,49152,32786,best,bf16,16,15,159,16,best-bf16,16,0,0,10.7252197265625,0,3,0,0
discovery__T32768-d9-reverse-l1_block,discovery,4321,32768,9,reverse-l1_block,49152,32786,best,bf16,16,3,146,3,best-bf16,16,0,13,-2.4993820190429688,13,3,0,0
discovery__T32768-d9-reverse-l2_gate,discovery,4321,32768,9,reverse-l2_gate,49152,32786,best,bf16,16,6,149,6,best-bf16,16,0,10,-0.6602020263671875,10,3,0,0
discovery__T32768-d9-reverse-l2_raw,discovery,4321,32768,9,reverse-l2_raw,49152,32786,best,bf16,16,15,159,16,best-bf16,16,0,0,10.67523193359375,0,3,0,0
discovery__T32768-d9-reverse-l2_raw_gate,discovery,4321,32768,9,reverse-l2_raw_gate,49152,32786,best,bf16,16,7,150,7,best-bf16,16,0,9,-0.180206298828125,9,3,0,0
discovery__T32768-d9-reverse-l2_ffn,discovery,4321,32768,9,reverse-l2_ffn,49152,32786,best,bf16,16,3,146,3,best-bf16,16,0,13,-2.1168746948242188,13,3,0,0
discovery__T32769-d8-baseline,discovery,4321,32769,8,none,,32786,best,bf16,16,15,159,15,best-bf16,15,0,0,8.119140625,0,,,
discovery__T49153-d8-sham_head8,discovery,4321,49153,8,sham_head8,49153,49170,best,bf16,16,5,149,5,best-bf16,5,0,0,-1.16070556640625,11,5,0,0
discovery__T49153-d8-head8,discovery,4321,49153,8,head8,32769,49170,best,bf16,16,15,159,15,best-bf16,5,10,0,8.115478515625,0,15,10,10
discovery__T49153-d8-head1,discovery,4321,49153,8,head1,32769,49170,best,bf16,16,5,149,5,best-bf16,5,0,0,-1.16070556640625,11,15,10,0
discovery__T49153-d8-l1_block,discovery,4321,49153,8,l1_block,32769,49170,best,bf16,16,15,159,15,best-bf16,5,10,0,8.113525390625,0,15,10,10
discovery__T49153-d8-sham_phase,discovery,4321,49153,8,sham_phase,49153,49170,best,bf16,16,5,149,5,best-bf16,5,0,0,-1.16070556640625,11,5,0,0
discovery__T49153-d8-phase,discovery,4321,49153,8,phase,32769,49170,best,bf16,16,15,159,15,best-bf16,5,10,0,8.115478515625,0,15,10,10
discovery__T49153-d8-mask,discovery,4321,49153,8,mask,32769,49170,best,bf16,16,5,149,5,best-bf16,5,0,0,-1.16070556640625,11,15,10,0
discovery__T49153-d8-phase_mask,discovery,4321,49153,8,phase_mask,32769,49170,best,bf16,16,15,159,15,best-bf16,5,10,0,8.115478515625,0,15,10,10
discovery__T49153-d8-sham_gate,discovery,4321,49153,8,sham_gate,49153,49170,best,bf16,16,5,149,5,best-bf16,5,0,0,-1.16070556640625,11,5,0,0
discovery__T49153-d8-l2_gate,discovery,4321,49153,8,l2_gate,32769,49170,best,bf16,16,15,159,15,best-bf16,5,10,0,7.8984375,0,15,10,10
discovery__T49153-d8-l2_raw,discovery,4321,49153,8,l2_raw,32769,49170,best,bf16,16,5,149,5,best-bf16,5,0,0,-1.1536865234375,11,15,10,0
discovery__T49153-d8-l2_raw_gate,discovery,4321,49153,8,l2_raw_gate,32769,49170,best,bf16,16,15,159,15,best-bf16,5,10,0,7.89208984375,0,15,10,10
discovery__T49153-d8-sham_ffn,discovery,4321,49153,8,sham_ffn,49153,49170,best,bf16,16,5,149,5,best-bf16,5,0,0,-1.16070556640625,11,5,0,0
discovery__T49153-d8-l2_ffn,discovery,4321,49153,8,l2_ffn,32769,49170,best,bf16,16,15,159,15,best-bf16,5,10,0,8.083984375,0,15,10,10
discovery__T49153-d8-sham_block,discovery,4321,49153,8,sham_block,49153,49170,best,bf16,16,5,149,5,best-bf16,5,0,0,-1.16070556640625,11,5,0,0
discovery__T32769-d8-reverse-head8,discovery,4321,32769,8,reverse-head8,49153,32786,best,bf16,16,5,149,5,best-bf16,15,0,10,-1.1588134765625,11,5,0,0
discovery__T32769-d8-reverse-head1,discovery,4321,32769,8,reverse-head1,49153,32786,best,bf16,16,15,159,15,best-bf16,15,0,0,8.119140625,0,5,0,0
discovery__T32769-d8-reverse-l1_block,discovery,4321,32769,8,reverse-l1_block,49153,32786,best,bf16,16,5,149,5,best-bf16,15,0,10,-1.1536865234375,11,5,0,0
discovery__T32769-d8-reverse-l2_gate,discovery,4321,32769,8,reverse-l2_gate,49153,32786,best,bf16,16,5,149,5,best-bf16,15,0,10,-0.95111083984375,11,5,0,0
discovery__T32769-d8-reverse-l2_raw,discovery,4321,32769,8,reverse-l2_raw,49153,32786,best,bf16,16,15,159,15,best-bf16,15,0,0,8.113525390625,0,5,0,0
discovery__T32769-d8-reverse-l2_raw_gate,discovery,4321,32769,8,reverse-l2_raw_gate,49153,32786,best,bf16,16,5,149,5,best-bf16,15,0,10,-0.9489631652832031,11,5,0,0
discovery__T32769-d8-reverse-l2_ffn,discovery,4321,32769,8,reverse-l2_ffn,49153,32786,best,bf16,16,5,149,5,best-bf16,15,0,10,-1.13531494140625,11,5,0,0
validation__T49144-d9-baseline,validation,20260911,49144,9,none,,49162,best,bf16,32,19,305,24,best-bf16,24,0,0,5.3082275390625,8,,,
validation__T49145-d9-baseline,validation,20260911,49145,9,none,,49163,best,bf16,32,24,312,32,best-bf16,32,0,0,11.68850326538086,0,,,
validation__T49146-d9-baseline,validation,20260911,49146,9,none,,49164,best,bf16,32,14,302,32,best-bf16,32,0,0,10.3475341796875,0,,,
validation__T49147-d9-baseline,validation,20260911,49147,9,none,,49165,best,bf16,32,28,316,32,best-bf16,32,0,0,12.100265502929688,0,,,
validation__T49148-d9-baseline,validation,20260911,49148,9,none,,49166,best,bf16,32,32,320,32,best-bf16,32,0,0,11.24700927734375,0,,,
validation__T49149-d9-baseline,validation,20260911,49149,9,none,,49167,best,bf16,32,26,314,32,best-bf16,32,0,0,11.696762084960938,0,,,
validation__T49150-d9-baseline,validation,20260911,49150,9,none,,49168,best,bf16,32,16,304,32,best-bf16,32,0,0,10.340194702148438,0,,,
validation__T49151-d10-baseline,validation,20260911,49151,10,none,,49170,best,bf16,32,31,319,32,best-bf16,32,0,0,11.005645751953125,0,,,
validation__T49152-d9-baseline,validation,20260911,49152,9,none,,49170,best,bf16,32,16,304,16,best-bf16,16,0,0,1.38861083984375,16,,,
validation__T49153-d8-baseline,validation,20260911,49153,8,none,,49170,best,bf16,32,17,305,17,best-bf16,17,0,0,0.43182373046875,15,,,
validation__T49154-d9-baseline,validation,20260911,49154,9,none,,49172,best,bf16,32,11,294,32,best-bf16,32,0,0,9.9752197265625,0,,,
validation__T49155-d9-baseline,validation,20260911,49155,9,none,,49173,best,bf16,32,19,307,32,best-bf16,32,0,0,8.064453125,0,,,
validation__T49156-d9-baseline,validation,20260911,49156,9,none,,49174,best,bf16,32,15,295,22,best-bf16,22,0,0,4.2159423828125,10,,,
validation__T49157-d9-baseline,validation,20260911,49157,9,none,,49175,best,bf16,32,13,294,32,best-bf16,32,0,0,10.52740478515625,0,,,
validation__T49158-d9-baseline,validation,20260911,49158,9,none,,49176,best,bf16,32,10,283,32,best-bf16,32,0,0,10.651123046875,0,,,
validation__T49159-d9-baseline,validation,20260911,49159,9,none,,49177,best,bf16,32,18,301,32,best-bf16,32,0,0,13.505622863769531,0,,,
validation__T49160-d9-baseline,validation,20260911,49160,9,none,,49178,best,bf16,32,27,315,28,best-bf16,28,0,0,7.198974609375,4,,,
validation__T32768-d9-baseline,validation,20260911,32768,9,none,,32786,best,bf16,32,32,320,32,best-bf16,32,0,0,9.71624755859375,0,,,
validation__T49152-d9-sham_head8,validation,20260911,49152,9,sham_head8,49152,49170,best,bf16,32,16,304,16,best-bf16,16,0,0,1.38861083984375,16,16,0,0
validation__T49152-d9-head8,validation,20260911,49152,9,head8,32768,49170,best,bf16,32,32,320,32,best-bf16,16,16,0,9.6717529296875,0,32,16,16
validation__T49152-d9-head1,validation,20260911,49152,9,head1,32768,49170,best,bf16,32,16,304,16,best-bf16,16,0,0,1.38861083984375,16,32,16,0
validation__T49152-d9-l1_block,validation,20260911,49152,9,l1_block,32768,49170,best,bf16,32,32,320,32,best-bf16,16,16,0,9.67138671875,0,32,16,16
validation__T49152-d9-sham_phase,validation,20260911,49152,9,sham_phase,49152,49170,best,bf16,32,16,304,16,best-bf16,16,0,0,1.38861083984375,16,16,0,0
validation__T49152-d9-phase,validation,20260911,49152,9,phase,32768,49170,best,bf16,32,32,320,32,best-bf16,16,16,0,9.6717529296875,0,32,16,16
validation__T49152-d9-mask,validation,20260911,49152,9,mask,32768,49170,best,bf16,32,16,304,16,best-bf16,16,0,0,1.38861083984375,16,32,16,0
validation__T49152-d9-phase_mask,validation,20260911,49152,9,phase_mask,32768,49170,best,bf16,32,32,320,32,best-bf16,16,16,0,9.6717529296875,0,32,16,16
validation__T49152-d9-sham_gate,validation,20260911,49152,9,sham_gate,49152,49170,best,bf16,32,16,304,16,best-bf16,16,0,0,1.38861083984375,16,16,0,0
validation__T49152-d9-l2_gate,validation,20260911,49152,9,l2_gate,32768,49170,best,bf16,32,32,320,32,best-bf16,16,16,0,8.63507080078125,0,32,16,16
validation__T49152-d9-l2_raw,validation,20260911,49152,9,l2_raw,32768,49170,best,bf16,32,15,303,15,best-bf16,16,0,1,1.13226318359375,17,32,16,0
validation__T49152-d9-l2_raw_gate,validation,20260911,49152,9,l2_raw_gate,32768,49170,best,bf16,32,32,320,32,best-bf16,16,16,0,8.718994140625,0,32,16,16
validation__T49152-d9-sham_ffn,validation,20260911,49152,9,sham_ffn,49152,49170,best,bf16,32,16,304,16,best-bf16,16,0,0,1.38861083984375,16,16,0,0
validation__T49152-d9-l2_ffn,validation,20260911,49152,9,l2_ffn,32768,49170,best,bf16,32,32,320,32,best-bf16,16,16,0,9.7637939453125,0,32,16,16
validation__T49152-d9-sham_block,validation,20260911,49152,9,sham_block,49152,49170,best,bf16,32,16,304,16,best-bf16,16,0,0,1.38861083984375,16,16,0,0
validation__T32768-d9-reverse-head8,validation,20260911,32768,9,reverse-head8,49152,32786,best,bf16,32,15,303,15,best-bf16,32,0,17,1.13385009765625,17,16,0,0
validation__T32768-d9-reverse-head1,validation,20260911,32768,9,reverse-head1,49152,32786,best,bf16,32,32,320,32,best-bf16,32,0,0,9.71624755859375,0,16,0,0
validation__T32768-d9-reverse-l1_block,validation,20260911,32768,9,reverse-l1_block,49152,32786,best,bf16,32,15,303,15,best-bf16,32,0,17,1.13226318359375,17,16,0,0
validation__T32768-d9-reverse-l2_gate,validation,20260911,32768,9,reverse-l2_gate,49152,32786,best,bf16,32,18,306,18,best-bf16,32,0,14,2.42437744140625,14,16,0,0
validation__T32768-d9-reverse-l2_raw,validation,20260911,32768,9,reverse-l2_raw,49152,32786,best,bf16,32,32,320,32,best-bf16,32,0,0,9.67138671875,0,16,0,0
validation__T32768-d9-reverse-l2_raw_gate,validation,20260911,32768,9,reverse-l2_raw_gate,49152,32786,best,bf16,32,18,306,18,best-bf16,32,0,14,2.75201416015625,14,16,0,0
validation__T32768-d9-reverse-l2_ffn,validation,20260911,32768,9,reverse-l2_ffn,49152,32786,best,bf16,32,16,304,16,best-bf16,32,0,16,1.376953125,16,16,0,0
validation__T32769-d8-baseline,validation,20260911,32769,8,none,,32786,best,bf16,32,32,320,32,best-bf16,32,0,0,10.374801635742188,0,,,
validation__T49153-d8-sham_head8,validation,20260911,49153,8,sham_head8,49153,49170,best,bf16,32,17,305,17,best-bf16,17,0,0,0.43182373046875,15,17,0,0
validation__T49153-d8-head8,validation,20260911,49153,8,head8,32769,49170,best,bf16,32,32,320,32,best-bf16,17,15,0,10.379108428955078,0,32,15,15
validation__T49153-d8-head1,validation,20260911,49153,8,head1,32769,49170,best,bf16,32,17,305,17,best-bf16,17,0,0,0.43182373046875,15,32,15,0
validation__T49153-d8-l1_block,validation,20260911,49153,8,l1_block,32769,49170,best,bf16,32,32,320,32,best-bf16,17,15,0,10.379756927490234,0,32,15,15
validation__T49153-d8-sham_phase,validation,20260911,49153,8,sham_phase,49153,49170,best,bf16,32,17,305,17,best-bf16,17,0,0,0.43182373046875,15,17,0,0
validation__T49153-d8-phase,validation,20260911,49153,8,phase,32769,49170,best,bf16,32,32,320,32,best-bf16,17,15,0,10.379108428955078,0,32,15,15
validation__T49153-d8-mask,validation,20260911,49153,8,mask,32769,49170,best,bf16,32,17,305,17,best-bf16,17,0,0,0.43182373046875,15,32,15,0
validation__T49153-d8-phase_mask,validation,20260911,49153,8,phase_mask,32769,49170,best,bf16,32,32,320,32,best-bf16,17,15,0,10.379108428955078,0,32,15,15
validation__T49153-d8-sham_gate,validation,20260911,49153,8,sham_gate,49153,49170,best,bf16,32,17,305,17,best-bf16,17,0,0,0.43182373046875,15,17,0,0
validation__T49153-d8-l2_gate,validation,20260911,49153,8,l2_gate,32769,49170,best,bf16,32,32,320,32,best-bf16,17,15,0,10.20281982421875,0,32,15,15
validation__T49153-d8-l2_raw,validation,20260911,49153,8,l2_raw,32769,49170,best,bf16,32,17,305,17,best-bf16,17,0,0,0.43115234375,15,32,15,0
validation__T49153-d8-l2_raw_gate,validation,20260911,49153,8,l2_raw_gate,32769,49170,best,bf16,32,32,320,32,best-bf16,17,15,0,10.205535888671875,0,32,15,15
validation__T49153-d8-sham_ffn,validation,20260911,49153,8,sham_ffn,49153,49170,best,bf16,32,17,305,17,best-bf16,17,0,0,0.43182373046875,15,17,0,0
validation__T49153-d8-l2_ffn,validation,20260911,49153,8,l2_ffn,32769,49170,best,bf16,32,32,320,32,best-bf16,17,15,0,10.43096923828125,0,32,15,15
validation__T49153-d8-sham_block,validation,20260911,49153,8,sham_block,49153,49170,best,bf16,32,17,305,17,best-bf16,17,0,0,0.43182373046875,15,17,0,0
validation__T32769-d8-reverse-head8,validation,20260911,32769,8,reverse-head8,49153,32786,best,bf16,32,17,305,17,best-bf16,32,0,15,0.43017578125,15,17,0,0
validation__T32769-d8-reverse-head1,validation,20260911,32769,8,reverse-head1,49153,32786,best,bf16,32,32,320,32,best-bf16,32,0,0,10.374801635742188,0,17,0,0
validation__T32769-d8-reverse-l1_block,validation,20260911,32769,8,reverse-l1_block,49153,32786,best,bf16,32,17,305,17,best-bf16,32,0,15,0.43115234375,15,17,0,0
validation__T32769-d8-reverse-l2_gate,validation,20260911,32769,8,reverse-l2_gate,49153,32786,best,bf16,32,17,305,17,best-bf16,32,0,15,0.95123291015625,15,17,0,0
validation__T32769-d8-reverse-l2_raw,validation,20260911,32769,8,reverse-l2_raw,49153,32786,best,bf16,32,32,320,32,best-bf16,32,0,0,10.379756927490234,0,17,0,0
validation__T32769-d8-reverse-l2_raw_gate,validation,20260911,32769,8,reverse-l2_raw_gate,49153,32786,best,bf16,32,17,305,17,best-bf16,32,0,15,0.9542236328125,15,17,0,0
validation__T32769-d8-reverse-l2_ffn,validation,20260911,32769,8,reverse-l2_ffn,49153,32786,best,bf16,32,17,305,17,best-bf16,32,0,15,0.41552734375,15,17,0,0
discovery__T49144-d9-baseline,discovery,4321,49144,9,none,,49162,final,bf16,16,13,143,15,final-bf16,15,0,0,4.13946533203125,0,,,
discovery__T49145-d9-baseline,discovery,4321,49145,9,none,,49163,final,bf16,16,8,152,16,final-bf16,16,0,0,6.862060546875,0,,,
discovery__T49146-d9-baseline,discovery,4321,49146,9,none,,49164,final,bf16,16,15,159,16,final-bf16,16,0,0,4.22412109375,0,,,
discovery__T49147-d9-baseline,discovery,4321,49147,9,none,,49165,final,bf16,16,16,160,16,final-bf16,16,0,0,2.61572265625,0,,,
discovery__T49148-d9-baseline,discovery,4321,49148,9,none,,49166,final,bf16,16,16,160,16,final-bf16,16,0,0,6.48486328125,0,,,
discovery__T49149-d9-baseline,discovery,4321,49149,9,none,,49167,final,bf16,16,12,156,16,final-bf16,16,0,0,6.5458984375,0,,,
discovery__T49150-d9-baseline,discovery,4321,49150,9,none,,49168,final,bf16,16,16,160,16,final-bf16,16,0,0,6.727294921875,0,,,
discovery__T49151-d10-baseline,discovery,4321,49151,10,none,,49170,final,bf16,16,14,158,15,final-bf16,15,0,0,2.90478515625,0,,,
discovery__T49152-d9-baseline,discovery,4321,49152,9,none,,49170,final,bf16,16,16,160,16,final-bf16,16,0,0,8.316650390625,0,,,
discovery__T49153-d8-baseline,discovery,4321,49153,8,none,,49170,final,bf16,16,16,160,16,final-bf16,16,0,0,5.70166015625,0,,,
discovery__T49154-d9-baseline,discovery,4321,49154,9,none,,49172,final,bf16,16,1,141,16,final-bf16,16,0,0,4.155517578125,0,,,
discovery__T49155-d9-baseline,discovery,4321,49155,9,none,,49173,final,bf16,16,0,135,6,final-bf16,6,0,0,-1.0283203125,2,,,
discovery__T49156-d9-baseline,discovery,4321,49156,9,none,,49174,final,bf16,16,8,151,11,final-bf16,11,0,0,1.18017578125,2,,,
discovery__T49157-d9-baseline,discovery,4321,49157,9,none,,49175,final,bf16,16,9,153,16,final-bf16,16,0,0,6.41455078125,0,,,
discovery__T49158-d9-baseline,discovery,4321,49158,9,none,,49176,final,bf16,16,13,157,15,final-bf16,15,0,0,3.256103515625,1,,,
discovery__T49159-d9-baseline,discovery,4321,49159,9,none,,49177,final,bf16,16,8,152,16,final-bf16,16,0,0,3.71533203125,0,,,
discovery__T49160-d9-baseline,discovery,4321,49160,9,none,,49178,final,bf16,16,14,153,14,final-bf16,14,0,0,4.27734375,0,,,
discovery__T32768-d9-baseline,discovery,4321,32768,9,none,,32786,final,bf16,16,16,160,16,final-bf16,16,0,0,8.166748046875,0,,,
discovery__T49152-d9-sham_head8,discovery,4321,49152,9,sham_head8,49152,49170,final,bf16,16,16,160,16,final-bf16,16,0,0,8.316650390625,0,16,0,0
discovery__T49152-d9-head8,discovery,4321,49152,9,head8,32768,49170,final,bf16,16,16,160,16,final-bf16,16,0,0,8.109130859375,0,16,0,0
discovery__T49152-d9-head1,discovery,4321,49152,9,head1,32768,49170,final,bf16,16,16,160,16,final-bf16,16,0,0,8.316650390625,0,16,0,0
discovery__T49152-d9-l1_block,discovery,4321,49152,9,l1_block,32768,49170,final,bf16,16,16,160,16,final-bf16,16,0,0,8.108154296875,0,16,0,0
discovery__T49152-d9-sham_phase,discovery,4321,49152,9,sham_phase,49152,49170,final,bf16,16,16,160,16,final-bf16,16,0,0,8.316650390625,0,16,0,0
discovery__T49152-d9-phase,discovery,4321,49152,9,phase,32768,49170,final,bf16,16,16,160,16,final-bf16,16,0,0,8.109130859375,0,16,0,0
discovery__T49152-d9-mask,discovery,4321,49152,9,mask,32768,49170,final,bf16,16,16,160,16,final-bf16,16,0,0,8.316650390625,0,16,0,0
discovery__T49152-d9-phase_mask,discovery,4321,49152,9,phase_mask,32768,49170,final,bf16,16,16,160,16,final-bf16,16,0,0,8.109130859375,0,16,0,0
discovery__T49152-d9-sham_gate,discovery,4321,49152,9,sham_gate,49152,49170,final,bf16,16,16,160,16,final-bf16,16,0,0,8.316650390625,0,16,0,0
discovery__T49152-d9-l2_gate,discovery,4321,49152,9,l2_gate,32768,49170,final,bf16,16,16,160,16,final-bf16,16,0,0,8.21142578125,0,16,0,0
discovery__T49152-d9-l2_raw,discovery,4321,49152,9,l2_raw,32768,49170,final,bf16,16,16,160,16,final-bf16,16,0,0,8.384521484375,0,16,0,0
discovery__T49152-d9-l2_raw_gate,discovery,4321,49152,9,l2_raw_gate,32768,49170,final,bf16,16,16,160,16,final-bf16,16,0,0,8.22802734375,0,16,0,0
discovery__T49152-d9-sham_ffn,discovery,4321,49152,9,sham_ffn,49152,49170,final,bf16,16,16,160,16,final-bf16,16,0,0,8.316650390625,0,16,0,0
discovery__T49152-d9-l2_ffn,discovery,4321,49152,9,l2_ffn,32768,49170,final,bf16,16,16,160,16,final-bf16,16,0,0,8.163330078125,0,16,0,0
discovery__T49152-d9-sham_block,discovery,4321,49152,9,sham_block,49152,49170,final,bf16,16,16,160,16,final-bf16,16,0,0,8.316650390625,0,16,0,0
discovery__T32768-d9-reverse-head8,discovery,4321,32768,9,reverse-head8,49152,32786,final,bf16,16,16,160,16,final-bf16,16,0,0,8.3837890625,0,16,0,0
discovery__T32768-d9-reverse-head1,discovery,4321,32768,9,reverse-head1,49152,32786,final,bf16,16,16,160,16,final-bf16,16,0,0,8.166748046875,0,16,0,0
discovery__T32768-d9-reverse-l1_block,discovery,4321,32768,9,reverse-l1_block,49152,32786,final,bf16,16,16,160,16,final-bf16,16,0,0,8.384521484375,0,16,0,0
discovery__T32768-d9-reverse-l2_gate,discovery,4321,32768,9,reverse-l2_gate,49152,32786,final,bf16,16,16,160,16,final-bf16,16,0,0,8.309326171875,0,16,0,0
discovery__T32768-d9-reverse-l2_raw,discovery,4321,32768,9,reverse-l2_raw,49152,32786,final,bf16,16,16,160,16,final-bf16,16,0,0,8.108154296875,0,16,0,0
discovery__T32768-d9-reverse-l2_raw_gate,discovery,4321,32768,9,reverse-l2_raw_gate,49152,32786,final,bf16,16,16,160,16,final-bf16,16,0,0,8.247802734375,0,16,0,0
discovery__T32768-d9-reverse-l2_ffn,discovery,4321,32768,9,reverse-l2_ffn,49152,32786,final,bf16,16,16,160,16,final-bf16,16,0,0,8.31201171875,0,16,0,0
discovery__T32769-d8-baseline,discovery,4321,32769,8,none,,32786,final,bf16,16,16,160,16,final-bf16,16,0,0,5.868408203125,0,,,
discovery__T49153-d8-sham_head8,discovery,4321,49153,8,sham_head8,49153,49170,final,bf16,16,16,160,16,final-bf16,16,0,0,5.70166015625,0,16,0,0
discovery__T49153-d8-head8,discovery,4321,49153,8,head8,32769,49170,final,bf16,16,16,160,16,final-bf16,16,0,0,5.866943359375,0,16,0,0
discovery__T49153-d8-head1,discovery,4321,49153,8,head1,32769,49170,final,bf16,16,16,160,16,final-bf16,16,0,0,5.70166015625,0,16,0,0
discovery__T49153-d8-l1_block,discovery,4321,49153,8,l1_block,32769,49170,final,bf16,16,16,160,16,final-bf16,16,0,0,5.866943359375,0,16,0,0
discovery__T49153-d8-sham_phase,discovery,4321,49153,8,sham_phase,49153,49170,final,bf16,16,16,160,16,final-bf16,16,0,0,5.70166015625,0,16,0,0
discovery__T49153-d8-phase,discovery,4321,49153,8,phase,32769,49170,final,bf16,16,16,160,16,final-bf16,16,0,0,5.866943359375,0,16,0,0
discovery__T49153-d8-mask,discovery,4321,49153,8,mask,32769,49170,final,bf16,16,16,160,16,final-bf16,16,0,0,5.70166015625,0,16,0,0
