mode,precision,layer,depth,head,query_cosine_d5,memory_raw_logit,memory_effective_logit,memory_vs_max_other,memory_attention_weight,fixed_d5_query_content_logit,fixed_d5_query_memory_minus_blank_logit
phase2,bf16,0,8,6,1.0,-0.6694523096084595,-11.756250381469727,-12.825515747070312,9.882299309538212e-06,-0.6694777189742297,-1.7417337797395873
phase2,bf16,0,8,7,1.0,-7.15625,-18.237499237060547,-26.187286376953125,1.7603238311458824e-10,-7.156638958025724,-1.5144236385822295e-06
phase2,bf16,1,8,0,0.9997161723786672,137.9968719482422,126.99687194824219,-395.62811279296875,0.0,134.64844630274456,-12.033090636436828
phase2,bf16,1,8,1,0.9997522135997823,47.36601638793945,36.315818786621094,83.08537292480469,1.0,47.67689645779319,60.43846530755982
phase2,bf16,1,8,2,0.9992020440192718,45.33378982543945,34.27192306518555,45.42376708984375,0.900042712688446,44.76256520479219,60.36301097270916
phase2,bf16,1,8,3,0.9997419272809969,73.5078125,62.50390625,82.6707992553711,1.0,73.57717112397367,70.91643629365717
phase2,bf16,1,8,4,0.9998736568826685,-416.70001220703125,-428.67498779296875,-640.5685424804688,0.0,-414.2333427319303,-2.010413043387234
phase2,bf16,1,8,5,0.9991763094477981,69.4945297241211,58.47539138793945,46.20528030395508,0.6497732996940613,69.0793346986,106.41687244138447
phase2,bf16,1,8,6,0.9995939648111453,37.5234375,26.436717987060547,81.06553649902344,1.0,37.319842423834054,51.0440832417029
phase2,bf16,1,8,7,0.9998280107940026,-206.4812469482422,-217.71249389648438,-277.1187438964844,0.0,-208.37136208564044,-3.632941834628582
phase2,fp32,0,2,0,1.0,-3.4962966442108154,-6.268885135650635,-8.600114822387695,0.0014507423620671034,-3.4962965387903155,0.07698333311772862
phase2,fp32,0,2,1,1.0,-4.146771430969238,-6.919360160827637,-9.755373001098633,0.00014053205086383969,-4.146771185490247,0.25631810653044323
phase2,fp32,0,2,2,1.0,6.41869592666626,3.6461071968078613,2.4834580421447754,0.6535555720329285,6.4186959468712645,-3.9596204476923313
phase2,fp32,0,2,3,1.0,-49.056358337402344,-51.828956604003906,-131.6291961669922,1.3340361380372259e-42,-49.05636162994806,-0.0007819487922648534
phase2,fp32,0,2,4,1.0,-5.2400922775268555,-8.01268196105957,-21.53731346130371,1.5966953981205734e-07,-5.2400922480555465,-3.205053591800815
phase2,fp32,0,2,5,1.0,30.5019588470459,27.7293701171875,32.287906646728516,0.999933123588562,30.50195826301738,-7.923730805385318
phase2,fp32,0,2,6,1.0,-1.2359817028045654,-4.008570671081543,-5.0785813331604,0.014293691143393517,-1.2359817921728333,-2.304153798723913
phase2,fp32,0,2,7,1.0,-5.882068157196045,-8.654656410217285,-16.59423828125,1.77037259163626e-06,-5.882068054386865,1.279525185479756
phase2,fp32,1,2,0,0.9995819760154216,102.48260498046875,99.71002197265625,-415.949951171875,0.0,104.383492541789,-30.094412468095793
phase2,fp32,1,2,1,0.9996283539626141,47.884368896484375,45.111778259277344,91.86126708984375,1.0,47.71102629646221,63.37226320762885
phase2,fp32,1,2,2,0.9982902077240897,45.18021774291992,42.407630920410156,57.77199172973633,0.9212900400161743,44.814711246518215,60.32991615751259
phase2,fp32,1,2,3,0.9996569863186726,72.94623565673828,70.17364501953125,90.8232650756836,1.0,73.62462422256141,69.92484306933632
phase2,fp32,1,2,4,0.999827398669154,-353.31927490234375,-356.09185791015625,-552.5767822265625,8.667441563173508e-25,-359.51855948418654,46.629391952639686
phase2,fp32,1,2,5,0.99933685339499,68.2806167602539,65.50802612304688,61.58195877075195,0.7768300771713257,69.1354681732938,105.98284116533159
phase2,fp32,1,2,6,0.9992500114249229,37.75835418701172,34.98576736450195,87.9654312133789,1.0,37.36064878857016,51.65597331684487
phase2,fp32,1,2,7,0.9997793435796078,-223.48532104492188,-226.25790405273438,-302.43414306640625,0.0,-221.74926878950163,-13.018126528481087
phase2,fp32,0,3,0,1.0,-3.5515189170837402,-7.710402011871338,-10.041631698608398,0.00037020197487436235,-3.5515188634369124,0.021761087356628524
phase2,fp32,0,3,1,1.0,-4.336564540863037,-8.495448112487793,-11.331461906433105,2.94848778139567e-05,-4.336565047239208,0.0665234445849404
phase2,fp32,0,3,2,1.0,7.133837699890137,2.9749553203582764,1.8123061656951904,0.6324089765548706,7.133838414444744,-3.2444786186824737
phase2,fp32,0,3,3,1.0,-49.05577850341797,-53.21466064453125,-133.01492309570312,3.3350903450930646e-43,-49.055781982664875,-0.00019835771557634788
phase2,fp32,0,3,4,1.0,-5.206939220428467,-9.365822792053223,-22.89045524597168,4.039387135890138e-08,-5.206939637490859,-3.1719011520151055
